Text,Score
My son with multiple food allergies really enjoys these bars.  I find that they have a good berry taste.  They also have a nice chewyness.,5
i love them. not too sweet but just right. any allergy free food is great in my book. hope non of these ingredients contains Corn...thats a no no for me too. HOWEVER I DONT APPRECIATE THE FACT THAT I OPENED MY NEW BOX AND THE CUT 1/4 OF IT OFF. IF THE SIZE IT LESS THEN SO SHOULD THE CHARGE. THIS WILL EFFECT MY DECISION IN BUYING AGAIN. I AM NOT A TODDLER I NEED A REAL SIZE BAR PLEASE,4
"I was extremely disappionted when I opened my shipment of Enjoy Life On The Go Bars (Very Berry, Carmel Apple, and Cocoa Loco). The boxes are now a plain, generic design..you know, the kind all brands change to when they want to make their products look cheaper. I then compared the ingredients of the new shipment with the older boxes I still had at home. Guess what?! Cheaper ingredients! Next, I taste-tested, and let my 3 year old help. He wouldn't eat the new ones...and I can't blame him. They are oily and bland. I thought Enjoy Life was a brand that actually cared about using quality ingredients to make a good-tasting product. I was wrong. In summary, these are way too expensive to be made with low-quality, unpalatable ingredients.",2
Refer to the picture I posted above.  The bar is half the size you think it is going to be...It is literally a two-bite bar.  Very deceptive advertising.  That and the fact that they are ridiculously expensive is the reason for the one star.  My 10 year old son ate one and didn't like them. I ate one and agreed as did my husband.  Couldn't give it away!  Everyone has different tastes but these are no tasty treat as far as I'm concerned.,1
"With all the allergies in our family, these ended up working out great.  We don't have any negative reactions to the ingredients and though we don't buy many pre packaged foods, these work for 'on-the-go'. Our family tried several varieties and I prefer the Cocoa Loco Bars; they're almost like a Tootsie Roll to me-though I can't eat Tootsie Rolls, so this is a great substitute for that occasional craving.  My family prefers the Very Berry Bars because they can eat those when they miss breakfast, need a healthy snack, or my son will take them on his cross country running meets.  They are very dense and filling-not a 'soft bar' and we always eat them while having some liquid to drink at the same time.",4
"I'm new to food allergies.  My 6mo son was diagnosed with some severe FA and since he's still breastfed, I had to drastically alter my diet.  Before learning about this brand, I was stuck eating chicken breasts with potatoes for every meal.  So when I stumbled upon this at my local Whole Foods, I was very excited to try it.  Overall, I really like them.  It's got pretty good texture, taste and heft.  It's not so dense that you want to gag after two bites but also not so light that you can eat the whole box (which really isn't that big).  I know alot of people complain about the size/packaging and I agree somewhat.  But each bar is an ounce and 120 calories... on par with many other breakfast bars.  I like the Berry flavor the best, it's the closest to real, non FA specialty flavor. Overally, I'm grateful for these bars because now I can tote several in my diaper bag and car and know that when I really need a quick snack, I won't be left stranded.",4
My son has severe allergies.  This is an item he loves and is a convenience for me.  I feel good giving them to him and they taste great!,5
"Tasty, convenient bars for people with celiac disease. They seem to have gotten smaller over time, but the taste and convenience outweigh the reduction in size (and the price).",4
If you are looking for a great gluten free snack you won't be sorry you chose this product. My favorite flavor is the apple and nut.,5
"This brand of granola bars are really good.  The very berry are my favorite.  However, the bars are almost ridiculously small.  Yeah, we're gluten free, so our food is a lot more dense than other food, but honestly, can we not have normal sized, good tasting granola bars?  They really are tiny.  So, the taste is GREAT but the bar is small.",4
